ltla_name,ltla_code,latitude,longitude,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,21/02/2021,1st dose,80+,7584,8596,0.882270824
Islington,E09000019,51.54548,-0.10992,08/12/2020,21/02/2021,1st dose,80+,4176,5491,0.76051721
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,21/02/2021,1st dose,80+,4590,6494,0.706806283
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,21/02/2021,1st dose,80+,6121,6990,0.875679542
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,21/02/2021,1st dose,80+,5574,7466,0.746584516
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,21/02/2021,1st dose,80+,6343,8037,0.789224835
Merton,E09000024,51.41057,-0.18867,08/12/2020,21/02/2021,1st dose,80+,6657,7421,0.897048915
Newham,E09000025,51.53147,0.027289,08/12/2020,21/02/2021,1st dose,80+,4697,6780,0.692772861
Redbridge,E09000026,51.58589,0.070071,08/12/2020,21/02/2021,1st dose,80+,9432,11007,0.85690924
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,21/02/2021,1st dose,80+,7758,8440,0.919194313
Southwark,E09000028,51.46592,-0.07306,08/12/2020,21/02/2021,1st dose,80+,5099,6976,0.730934633
Sutton,E09000029,51.35756,-0.17227,08/12/2020,21/02/2021,1st dose,80+,8364,9136,0.915499124
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,21/02/2021,1st dose,80+,3766,5249,0.717469994
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,21/02/2021,1st dose,80+,6282,8376,0.75
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,21/02/2021,1st dose,80+,7213,8501,0.848488413
Westminster,E09000033,51.5122,-0.15295,08/12/2020,21/02/2021,1st dose,80+,5368,9004,0.596179476
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,21/02/2021,1st dose,Under 70,23286,141065,0.165072839
Barnet,E09000003,51.61108,-0.21821,08/12/2020,21/02/2021,1st dose,Under 70,58281,269705,0.216091656
Bexley,E09000004,51.45823,0.146227,08/12/2020,21/02/2021,1st dose,Under 70,33956,166353,0.204120154
Brent,E09000005,51.56441,-0.27568,08/12/2020,21/02/2021,1st dose,Under 70,47185,230983,0.204279103
Bromley,E09000006,51.37267,0.039246,08/12/2020,21/02/2021,1st dose,Under 70,51223,221069,0.231705938
Camden,E09000007,51.54306,-0.16289,08/12/2020,21/02/2021,1st dose,Under 70,26291,199545,0.131754742
Croydon,E09000008,51.36598,-0.07761,08/12/2020,21/02/2021,1st dose,Under 70,44715,263417,0.169749864
Ealing,E09000009,51.52443,-0.31407,08/12/2020,21/02/2021,1st dose,Under 70,48261,236142,0.204372793
Enfield,E09000010,51.64888,-0.08147,08/12/2020,21/02/2021,1st dose,Under 70,55101,225437,0.244418618
Greenwich,E09000011,51.46393,0.050107,08/12/2020,21/02/2021,1st dose,Under 70,35315,203429,0.173598651
Hackney,E09000012,51.55492,-0.06045,08/12/2020,21/02/2021,1st dose,Under 70,23954,215445,0.111183829
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,21/02/2021,1st dose,Under 70,20286,136898,0.148183319
Haringey,E09000014,51.58771,-0.10667,08/12/2020,21/02/2021,1st dose,Under 70,30234,195458,0.154682847
Harrow,E09000015,51.59467,-0.33603,08/12/2020,21/02/2021,1st dose,Under 70,46795,169014,0.276870555
Havering,E09000016,51.56519,0.235368,08/12/2020,21/02/2021,1st dose,Under 70,30587,172006,0.177825192
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,21/02/2021,1st dose,Under 70,45529,209533,0.217287969
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,21/02/2021,1st dose,Under 70,40529,188927,0.214522011
Islington,E09000019,51.54548,-0.10992,08/12/2020,21/02/2021,1st dose,Under 70,22461,189008,0.11883624
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,21/02/2021,1st dose,Under 70,15763,111839,0.140943678
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,21/02/2021,1st dose,Under 70,22236,123741,0.179697917
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,21/02/2021,1st dose,Under 70,37111,250809,0.147965185
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,21/02/2021,1st dose,Under 70,32251,222857,0.144716118
Merton,E09000024,51.41057,-0.18867,08/12/2020,21/02/2021,1st dose,Under 70,32517,144295,0.225350844
Newham,E09000025,51.53147,0.027289,08/12/2020,21/02/2021,1st dose,Under 70,30478,256975,0.118602977
Redbridge,E09000026,51.58589,0.070071,08/12/2020,21/02/2021,1st dose,Under 70,34081,209377,0.162773371
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,21/02/2021,1st dose,Under 70,23093,133797,0.172597293
Southwark,E09000028,51.46592,-0.07306,08/12/2020,21/02/2021,1st dose,Under 70,33512,240711,0.139220891
Sutton,E09000029,51.35756,-0.17227,08/12/2020,21/02/2021,1st dose,Under 70,28463,139255,0.204394815
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,21/02/2021,1st dose,Under 70,24814,245475,0.10108565
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,21/02/2021,1st dose,Under 70,29911,195108,0.153304836
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,21/02/2021,1st dose,Under 70,39814,247806,0.160666005
Westminster,E09000033,51.5122,-0.15295,08/12/2020,21/02/2021,1st dose,Under 70,23638,194340,0.121632191
